"id","class"
4542,"good"
4543,"good"
4544,"good"
4545,"good"
4546,"good"
4547,"medium"
4548,"good"
4549,"good"
4550,"good"
4551,"good"
4552,"medium"
4553,"good"
4554,"good"
4555,"good"
4556,"good"
4557,"good"
4558,"good"
4559,"good"
4560,"good"
4561,"medium"
4562,"medium"
4563,"good"
4564,"medium"
4565,"good"
4566,"excellent"
4567,"good"
4568,"good"
4569,"excellent"
4570,"medium"
4571,"medium"
4572,"medium"
4573,"good"
4574,"good"
4575,"medium"
4576,"good"
4577,"good"
4578,"medium"
4579,"good"
4580,"good"
4581,"good"
4582,"medium"
4583,"good"
4584,"good"
4585,"good"
4586,"good"
4587,"good"
4588,"good"
4589,"medium"
4590,"good"
4591,"good"
4592,"medium"
4593,"medium"
4594,"medium"
4595,"good"
4596,"medium"
4597,"good"
4598,"excellent"
4599,"medium"
4600,"medium"
4601,"good"
4602,"good"
4603,"good"
4604,"good"
4605,"good"
4606,"medium"
4607,"medium"
4608,"good"
4609,"good"
4610,"good"
4611,"good"
4612,"good"
4613,"good"
4614,"good"
4615,"good"
4616,"good"
4617,"good"
4618,"medium"
4619,"good"
4620,"medium"
4621,"good"
4622,"medium"
4623,"good"
4624,"good"
4625,"good"
4626,"good"
4627,"medium"
4628,"good"
4629,"good"
4630,"medium"
4631,"good"
4632,"good"
4633,"good"
4634,"good"
4635,"medium"
4636,"good"
4637,"good"
4638,"good"
4639,"good"
4640,"good"
4641,"medium"
4642,"good"
4643,"good"
4644,"good"
4645,"medium"
4646,"good"
4647,"good"
4648,"medium"
4649,"good"
4650,"good"
4651,"medium"
4652,"good"
4653,"medium"
4654,"good"
4655,"good"
4656,"good"
4657,"good"
4658,"good"
4659,"good"
4660,"good"
4661,"medium"
4662,"good"
4663,"medium"
4664,"medium"
4665,"good"
4666,"good"
4667,"good"
4668,"good"
4669,"good"
4670,"good"
4671,"good"
4672,"good"
4673,"good"
4674,"good"
4675,"good"
4676,"medium"
4677,"good"
4678,"good"
4679,"medium"
4680,"medium"
4681,"medium"
4682,"good"
4683,"good"
4684,"medium"
4685,"good"
4686,"medium"
4687,"poor"
4688,"good"
4689,"good"
4690,"medium"
4691,"good"
4692,"good"
4693,"good"
4694,"medium"
4695,"good"
4696,"medium"
4697,"good"
4698,"good"
4699,"good"
4700,"good"
4701,"medium"
4702,"good"
4703,"good"
4704,"medium"
4705,"good"
4706,"good"
4707,"good"
4708,"medium"
4709,"good"
4710,"medium"
4711,"good"
4712,"medium"
4713,"good"
4714,"good"
4715,"medium"
4716,"good"
4717,"good"
4718,"good"
4719,"medium"
4720,"good"
4721,"good"
4722,"good"
4723,"good"
4724,"good"
4725,"good"
4726,"good"
4727,"good"
4728,"excellent"
4729,"good"
4730,"medium"
4731,"good"
4732,"medium"
4733,"good"
4734,"good"
4735,"good"
4736,"good"
4737,"medium"
4738,"good"
4739,"medium"
4740,"good"
4741,"good"
4742,"good"
4743,"good"
4744,"good"
4745,"good"
4746,"good"
4747,"good"
4748,"good"
4749,"good"
4750,"medium"
4751,"medium"
4752,"good"
4753,"good"
4754,"medium"
4755,"good"
4756,"good"
4757,"good"
4758,"good"
4759,"medium"
4760,"medium"
4761,"good"
4762,"good"
4763,"medium"
4764,"medium"
4765,"good"
4766,"good"
4767,"medium"
4768,"medium"
4769,"good"
4770,"good"
4771,"medium"
4772,"good"
4773,"medium"
4774,"good"
4775,"good"
4776,"good"
4777,"good"
4778,"good"
4779,"good"
4780,"good"
4781,"good"
4782,"good"
4783,"good"
4784,"good"
4785,"good"
4786,"good"
4787,"good"
4788,"good"
4789,"good"
4790,"medium"
4791,"good"
4792,"good"
4793,"medium"
4794,"medium"
4795,"good"
4796,"good"
4797,"good"
4798,"good"
4799,"good"
4800,"good"
4801,"good"
4802,"good"
4803,"medium"
4804,"good"
4805,"good"
4806,"good"
4807,"good"
4808,"good"
4809,"good"
4810,"good"
4811,"good"
4812,"good"
4813,"good"
4814,"medium"
4815,"good"
4816,"good"
4817,"good"
4818,"good"
4819,"good"
4820,"medium"
4821,"medium"
4822,"medium"
4823,"good"
4824,"medium"
4825,"good"
4826,"good"
4827,"good"
4828,"good"
4829,"good"
4830,"good"
4831,"medium"
4832,"good"
4833,"good"
4834,"good"
4835,"good"
4836,"good"
4837,"good"
4838,"medium"
4839,"medium"
4840,"good"
4841,"good"
4842,"good"
4843,"good"
4844,"good"
4845,"good"
4846,"good"
4847,"good"
4848,"good"
4849,"good"
4850,"good"
4851,"medium"
4852,"good"
4853,"good"
4854,"good"
4855,"medium"
4856,"medium"
4857,"good"
4858,"good"
4859,"good"
4860,"medium"
4861,"medium"
4862,"good"
4863,"good"
4864,"medium"
4865,"good"
4866,"good"
4867,"medium"
4868,"good"
4869,"good"
4870,"good"
4871,"medium"
4872,"good"
4873,"medium"
4874,"good"
4875,"good"
4876,"good"
4877,"medium"
4878,"medium"
4879,"good"
4880,"good"
4881,"good"
4882,"good"
4883,"medium"
4884,"good"
4885,"good"
4886,"good"
4887,"medium"
4888,"medium"
4889,"good"
4890,"medium"
4891,"medium"
4892,"good"
4893,"medium"
4894,"medium"
4895,"medium"
4896,"good"
4897,"good"
4898,"good"
4899,"good"
4900,"good"
4901,"good"
4902,"good"
4903,"good"
4904,"good"
4905,"good"
4906,"good"
4907,"medium"
4908,"medium"
4909,"medium"
4910,"good"
4911,"good"
4912,"good"
4913,"good"
4914,"medium"
4915,"medium"
4916,"good"
4917,"medium"
4918,"medium"
4919,"good"
4920,"medium"
4921,"medium"
4922,"good"
4923,"good"
4924,"good"
4925,"good"
4926,"medium"
4927,"good"
4928,"good"
4929,"medium"
4930,"good"
4931,"good"
4932,"good"
4933,"good"
4934,"excellent"
4935,"medium"
4936,"good"
4937,"good"
4938,"good"
4939,"good"
4940,"medium"
4941,"good"
4942,"medium"
4943,"good"
4944,"good"
4945,"medium"
4946,"medium"
4947,"good"
4948,"good"
4949,"good"
4950,"good"
4951,"good"
4952,"good"
4953,"good"
4954,"medium"
4955,"medium"
4956,"medium"
4957,"good"
4958,"good"
4959,"good"
4960,"good"
4961,"good"
4962,"good"
4963,"good"
4964,"good"
4965,"medium"
4966,"good"
4967,"medium"
4968,"good"
4969,"good"
4970,"medium"
4971,"good"
4972,"good"
4973,"medium"
4974,"good"
4975,"good"
4976,"medium"
4977,"medium"
4978,"good"
4979,"medium"
4980,"good"
4981,"good"
4982,"good"
4983,"good"
4984,"good"
4985,"good"
4986,"medium"
4987,"good"
4988,"good"
4989,"medium"
4990,"medium"
4991,"good"
4992,"medium"
4993,"good"
4994,"good"
4995,"medium"
4996,"good"
4997,"good"
4998,"good"
4999,"good"
5000,"medium"
5001,"good"
5002,"good"
5003,"good"
5004,"good"
5005,"good"
5006,"medium"
5007,"good"
5008,"medium"
5009,"good"
5010,"medium"
5011,"medium"
5012,"good"
5013,"medium"
5014,"medium"
5015,"medium"
5016,"good"
5017,"good"
5018,"medium"
5019,"medium"
5020,"good"
5021,"good"
5022,"medium"
5023,"medium"
5024,"good"
5025,"medium"
5026,"good"
5027,"good"
5028,"good"
5029,"good"
5030,"medium"
5031,"medium"
5032,"good"
5033,"good"
5034,"good"
5035,"good"
5036,"medium"
5037,"good"
5038,"good"
5039,"good"
5040,"medium"
5041,"good"
5042,"medium"
5043,"good"
5044,"medium"
5045,"medium"
5046,"good"
5047,"good"
5048,"good"
5049,"good"
5050,"good"
5051,"good"
5052,"medium"
5053,"good"
5054,"good"
5055,"good"
5056,"good"
5057,"good"
5058,"good"
5059,"good"
5060,"good"
5061,"medium"
5062,"medium"
5063,"good"
5064,"good"
5065,"medium"
5066,"good"
5067,"good"
5068,"excellent"
5069,"good"
5070,"good"
5071,"good"
5072,"medium"
5073,"good"
5074,"good"
5075,"good"
5076,"good"
5077,"good"
5078,"good"
5079,"good"
5080,"good"
5081,"good"
5082,"medium"
5083,"good"
5084,"medium"
5085,"good"
5086,"good"
5087,"good"
5088,"good"
5089,"medium"
5090,"good"
5091,"good"
5092,"good"
5093,"good"
5094,"good"
5095,"good"
5096,"excellent"
5097,"good"
5098,"good"
5099,"medium"
5100,"medium"
5101,"good"
5102,"good"
5103,"medium"
5104,"good"
5105,"good"
5106,"medium"
5107,"medium"
5108,"good"
5109,"medium"
5110,"good"
5111,"medium"
5112,"medium"
5113,"good"
5114,"medium"
5115,"good"
5116,"medium"
5117,"medium"
5118,"medium"
5119,"good"
5120,"medium"
5121,"medium"
5122,"medium"
5123,"good"
5124,"good"
5125,"good"
5126,"good"
5127,"good"
5128,"good"
5129,"medium"
5130,"medium"
5131,"good"
5132,"good"
5133,"good"
5134,"good"
5135,"good"
5136,"good"
5137,"good"
5138,"good"
5139,"excellent"
5140,"medium"
5141,"good"
5142,"good"
5143,"medium"
5144,"medium"
5145,"poor"
5146,"good"
5147,"good"
5148,"medium"
5149,"medium"
5150,"medium"
5151,"good"
5152,"medium"
5153,"good"
5154,"good"
5155,"medium"
5156,"medium"
5157,"good"
5158,"good"
5159,"medium"
5160,"good"
5161,"good"
5162,"good"
5163,"good"
5164,"poor"
5165,"good"
5166,"medium"
5167,"good"
5168,"good"
5169,"good"
5170,"medium"
5171,"good"
5172,"good"
5173,"medium"
5174,"good"
5175,"medium"
5176,"good"
5177,"medium"
5178,"medium"
5179,"good"
5180,"good"
5181,"medium"
5182,"medium"
5183,"good"
5184,"poor"
5185,"medium"
5186,"good"
5187,"medium"
5188,"good"
5189,"good"
5190,"medium"
5191,"good"
5192,"excellent"
5193,"medium"
5194,"good"
5195,"medium"
5196,"medium"
5197,"good"
5198,"good"
5199,"medium"
5200,"medium"
5201,"medium"
5202,"good"
5203,"medium"
5204,"poor"
5205,"good"
5206,"good"
5207,"good"
5208,"good"
5209,"good"
5210,"medium"
5211,"good"
5212,"good"
5213,"medium"
5214,"poor"
5215,"medium"
5216,"good"
5217,"good"
5218,"medium"
5219,"good"
5220,"good"
5221,"good"
5222,"good"
5223,"medium"
5224,"good"
5225,"medium"
5226,"medium"
5227,"good"
5228,"good"
5229,"good"
5230,"medium"
5231,"good"
5232,"good"
5233,"good"
5234,"good"
5235,"good"
5236,"excellent"
5237,"good"
5238,"medium"
5239,"good"
5240,"good"
5241,"medium"
5242,"medium"
5243,"good"
5244,"medium"
5245,"medium"
5246,"medium"
5247,"good"
5248,"good"
5249,"good"
5250,"good"
5251,"good"
5252,"medium"
5253,"good"
5254,"medium"
5255,"medium"
5256,"medium"
5257,"good"
5258,"good"
5259,"medium"
5260,"good"
5261,"good"
5262,"medium"
5263,"good"
5264,"good"
5265,"medium"
5266,"good"
5267,"good"
5268,"medium"
5269,"good"
5270,"good"
5271,"good"
5272,"good"
5273,"good"
5274,"good"
5275,"medium"
5276,"medium"
5277,"good"
5278,"medium"
5279,"good"
5280,"good"
5281,"good"
5282,"good"
5283,"medium"
5284,"good"
5285,"medium"
5286,"good"
5287,"good"
5288,"good"
5289,"good"
5290,"medium"
5291,"good"
5292,"good"
5293,"medium"
5294,"good"
5295,"medium"
5296,"medium"
5297,"medium"
5298,"medium"
5299,"good"
5300,"good"
5301,"medium"
5302,"medium"
5303,"good"
5304,"good"
5305,"good"
5306,"good"
5307,"medium"
5308,"good"
5309,"good"
5310,"good"
5311,"good"
5312,"good"
5313,"good"
5314,"medium"
5315,"good"
5316,"medium"
5317,"good"
5318,"good"
5319,"good"
5320,"good"
5321,"good"
5322,"good"
5323,"medium"
5324,"medium"
5325,"medium"
5326,"medium"
5327,"good"
5328,"good"
5329,"good"
5330,"medium"
5331,"good"
5332,"good"
5333,"medium"
5334,"good"
5335,"medium"
5336,"medium"
5337,"good"
5338,"good"
5339,"good"
5340,"good"
5341,"good"
5342,"medium"
5343,"good"
5344,"good"
5345,"good"
5346,"medium"
5347,"good"
5348,"good"
5349,"excellent"
5350,"good"
5351,"good"
5352,"good"
5353,"good"
5354,"medium"
5355,"good"
5356,"good"
5357,"good"
5358,"good"
5359,"good"
5360,"good"
5361,"good"
5362,"good"
5363,"good"
5364,"good"
5365,"good"
5366,"good"
5367,"good"
5368,"good"
5369,"good"
5370,"good"
5371,"good"
5372,"good"
5373,"good"
5374,"medium"
5375,"good"
5376,"good"
5377,"good"
5378,"medium"
5379,"medium"
5380,"good"
5381,"good"
5382,"good"
5383,"good"
5384,"good"
5385,"good"
5386,"good"
5387,"good"
5388,"medium"
5389,"good"
5390,"good"
5391,"good"
5392,"medium"
5393,"good"
5394,"good"
5395,"good"
5396,"medium"
5397,"good"
5398,"medium"
5399,"good"
5400,"medium"
5401,"medium"
5402,"good"
5403,"medium"
5404,"good"
5405,"medium"
5406,"good"
5407,"good"
5408,"good"
5409,"good"
5410,"good"
5411,"medium"
5412,"good"
5413,"medium"
5414,"good"
5415,"medium"
5416,"good"
5417,"good"
5418,"good"
5419,"good"
5420,"medium"
5421,"medium"
5422,"medium"
5423,"good"
5424,"good"
5425,"good"
5426,"good"
5427,"good"
5428,"good"
5429,"good"
5430,"medium"
5431,"good"
5432,"good"
5433,"medium"
5434,"medium"
5435,"medium"
5436,"good"
5437,"good"
5438,"medium"
5439,"good"
5440,"good"
5441,"medium"
5442,"good"
5443,"good"
5444,"good"
5445,"good"
5446,"medium"
5447,"good"
5448,"good"
5449,"good"
5450,"good"
5451,"good"
5452,"medium"
5453,"good"
5454,"good"
5455,"medium"
5456,"medium"
5457,"good"
5458,"medium"
5459,"good"
5460,"medium"
5461,"good"
5462,"medium"
5463,"medium"
5464,"medium"
5465,"good"
5466,"medium"
5467,"good"
5468,"medium"
5469,"good"
5470,"good"
5471,"good"
5472,"medium"
5473,"good"
5474,"medium"
5475,"medium"
5476,"good"
5477,"medium"
5478,"medium"
5479,"good"
5480,"good"
5481,"good"
5482,"good"
5483,"good"
5484,"medium"
5485,"medium"
5486,"good"
5487,"medium"
5488,"good"
5489,"good"
5490,"good"
5491,"medium"
5492,"good"
5493,"good"
5494,"medium"
5495,"medium"
5496,"good"
5497,"medium"
5498,"good"
5499,"good"
5500,"medium"
5501,"good"
5502,"good"
5503,"good"
5504,"good"
5505,"good"
5506,"good"
5507,"medium"
5508,"good"
5509,"medium"
5510,"medium"
5511,"good"
5512,"good"
5513,"good"
5514,"good"
5515,"good"
5516,"good"
5517,"good"
5518,"good"
5519,"medium"
5520,"good"
5521,"medium"
5522,"medium"
5523,"good"
5524,"medium"
5525,"good"
5526,"good"
5527,"good"
5528,"good"
5529,"good"
5530,"good"
5531,"good"
5532,"good"
5533,"medium"
5534,"good"
5535,"medium"
5536,"medium"
5537,"medium"
5538,"good"
5539,"good"
5540,"good"
5541,"good"
5542,"good"
5543,"good"
5544,"good"
5545,"good"
5546,"good"
5547,"good"
5548,"good"
5549,"good"
5550,"good"
5551,"good"
5552,"medium"
5553,"good"
5554,"good"
5555,"good"
5556,"medium"
5557,"medium"
5558,"good"
5559,"good"
5560,"medium"
5561,"good"
5562,"good"
5563,"medium"
5564,"medium"
5565,"good"
5566,"good"
5567,"good"
5568,"good"
5569,"good"
5570,"good"
5571,"medium"
5572,"good"
5573,"good"
5574,"medium"
5575,"good"
5576,"good"
5577,"good"
5578,"good"
5579,"good"
5580,"good"
5581,"good"
5582,"good"
5583,"good"
5584,"good"
5585,"good"
5586,"good"
5587,"medium"
5588,"good"
5589,"medium"
5590,"medium"
5591,"good"
5592,"medium"
5593,"medium"
5594,"good"
5595,"good"
5596,"good"
5597,"medium"
5598,"good"
5599,"good"
5600,"good"
5601,"good"
5602,"good"
5603,"medium"
5604,"medium"
5605,"medium"
5606,"good"
5607,"good"
5608,"medium"
5609,"good"
5610,"good"
5611,"good"
5612,"medium"
5613,"medium"
5614,"good"
5615,"medium"
5616,"poor"
5617,"medium"
5618,"good"
5619,"good"
5620,"medium"
5621,"good"
5622,"good"
5623,"good"
5624,"good"
5625,"medium"
5626,"medium"
5627,"good"
5628,"good"
5629,"good"
5630,"good"
5631,"good"
5632,"good"
5633,"medium"
5634,"good"
5635,"good"
5636,"good"
5637,"good"
5638,"good"
5639,"good"
5640,"good"
5641,"good"
5642,"medium"
5643,"good"
5644,"medium"
5645,"good"
5646,"excellent"
5647,"good"
5648,"medium"
5649,"medium"
5650,"medium"
5651,"good"
5652,"medium"
5653,"good"
5654,"good"
5655,"good"
5656,"good"
5657,"medium"
5658,"good"
5659,"medium"
5660,"good"
5661,"good"
5662,"good"
5663,"medium"
5664,"medium"
5665,"good"
5666,"good"
5667,"good"
5668,"excellent"
5669,"good"
5670,"good"
5671,"good"
5672,"good"
5673,"good"
5674,"good"
5675,"good"
5676,"good"
5677,"good"
5678,"good"
5679,"medium"
5680,"good"
5681,"good"
5682,"good"
5683,"medium"
5684,"excellent"
5685,"medium"
5686,"good"
5687,"good"
5688,"good"
5689,"medium"
5690,"good"
5691,"good"
5692,"good"
5693,"good"
5694,"good"
5695,"medium"
5696,"good"
5697,"good"
5698,"good"
5699,"good"
5700,"good"
5701,"medium"
5702,"medium"
5703,"medium"
5704,"good"
5705,"good"
5706,"medium"
5707,"good"
5708,"good"
5709,"good"
5710,"good"
5711,"medium"
5712,"good"
5713,"good"
5714,"good"
5715,"medium"
5716,"medium"
5717,"good"
5718,"medium"
5719,"medium"
5720,"good"
5721,"medium"
5722,"medium"
5723,"good"
5724,"good"
5725,"medium"
5726,"good"
5727,"good"
5728,"good"
5729,"good"
5730,"medium"
5731,"good"
5732,"good"
5733,"good"
5734,"good"
5735,"medium"
5736,"good"
5737,"good"
5738,"good"
5739,"good"
5740,"good"
5741,"good"
5742,"good"
5743,"good"
5744,"good"
5745,"good"
5746,"medium"
5747,"good"
5748,"good"
5749,"good"
5750,"poor"
5751,"good"
5752,"good"
5753,"good"
5754,"good"
5755,"medium"
5756,"good"
5757,"good"
5758,"good"
5759,"good"
5760,"good"
5761,"medium"
5762,"good"
5763,"good"
5764,"medium"
5765,"good"
5766,"good"
5767,"good"
5768,"good"
5769,"medium"
5770,"medium"
5771,"good"
5772,"good"
5773,"good"
5774,"medium"
5775,"good"
5776,"medium"
5777,"medium"
5778,"medium"
5779,"good"
5780,"good"
5781,"good"
5782,"good"
5783,"medium"
5784,"good"
5785,"good"
5786,"medium"
5787,"good"
5788,"medium"
5789,"good"
5790,"good"
5791,"good"
5792,"medium"
5793,"medium"
5794,"medium"
5795,"medium"
5796,"medium"
5797,"medium"
5798,"good"
5799,"medium"
5800,"medium"
5801,"good"
5802,"good"
5803,"good"
5804,"good"
5805,"good"
5806,"good"
5807,"good"
5808,"medium"
5809,"good"
5810,"good"
5811,"good"
5812,"medium"
5813,"good"
5814,"good"
5815,"medium"
5816,"medium"
5817,"good"
5818,"good"
5819,"good"
5820,"medium"
5821,"good"
5822,"medium"
5823,"medium"
5824,"medium"
5825,"good"
5826,"good"
5827,"medium"
5828,"good"
5829,"good"
5830,"good"
5831,"excellent"
5832,"good"
5833,"good"
5834,"medium"
5835,"good"
5836,"good"
5837,"good"
5838,"good"
5839,"good"
5840,"good"
5841,"good"
5842,"good"
5843,"medium"
5844,"good"
5845,"good"
5846,"good"
5847,"good"
5848,"good"
5849,"medium"
5850,"medium"
5851,"excellent"
5852,"good"
5853,"good"
5854,"good"
5855,"good"
5856,"good"
5857,"good"
5858,"good"
5859,"good"
5860,"good"
5861,"medium"
5862,"good"
5863,"medium"
5864,"good"
5865,"good"
5866,"good"
5867,"medium"
5868,"good"
5869,"good"
5870,"medium"
5871,"medium"
5872,"medium"
5873,"good"
5874,"good"
5875,"medium"
5876,"good"
5877,"good"
5878,"good"
5879,"good"
5880,"good"
5881,"medium"
5882,"good"
5883,"poor"
5884,"good"
5885,"good"
5886,"medium"
5887,"good"
5888,"medium"
5889,"good"
5890,"good"
5891,"good"
5892,"good"
5893,"good"
5894,"medium"
5895,"good"
5896,"good"
5897,"good"
5898,"good"
5899,"good"
5900,"good"
5901,"medium"
5902,"medium"
5903,"good"
5904,"good"
5905,"good"
5906,"medium"
5907,"good"
5908,"good"
5909,"good"
5910,"medium"
5911,"medium"
5912,"good"
5913,"good"
5914,"good"
5915,"good"
5916,"good"
5917,"good"
5918,"good"
5919,"good"
5920,"good"
5921,"good"
5922,"medium"
5923,"good"
5924,"medium"
5925,"medium"
5926,"good"
5927,"good"
5928,"good"
5929,"good"
5930,"good"
5931,"medium"
5932,"medium"
5933,"medium"
5934,"medium"
5935,"good"
5936,"good"
5937,"good"
5938,"good"
5939,"medium"
5940,"medium"
5941,"good"
5942,"medium"
5943,"good"
5944,"good"
5945,"good"
5946,"good"
5947,"medium"
5948,"medium"
5949,"good"
5950,"good"
5951,"medium"
5952,"good"
5953,"good"
5954,"good"
5955,"good"
5956,"good"
5957,"good"
5958,"poor"
5959,"medium"
5960,"good"
5961,"good"
5962,"good"
5963,"good"
5964,"good"
5965,"medium"
5966,"good"
5967,"medium"
5968,"good"
5969,"good"
5970,"good"
5971,"good"
5972,"medium"
5973,"good"
5974,"good"
5975,"medium"
5976,"good"
5977,"good"
5978,"good"
5979,"medium"
5980,"good"
5981,"medium"
5982,"medium"
5983,"good"
5984,"medium"
5985,"good"
5986,"good"
5987,"good"
5988,"good"
5989,"good"
5990,"medium"
5991,"excellent"
5992,"good"
5993,"medium"
5994,"good"
5995,"good"
5996,"medium"
5997,"good"
5998,"good"
5999,"good"
6000,"good"
6001,"medium"
6002,"good"
6003,"good"
6004,"medium"
6005,"medium"
6006,"good"
6007,"good"
6008,"good"
6009,"good"
6010,"good"
6011,"good"
6012,"medium"
6013,"medium"
6014,"good"
6015,"medium"
6016,"good"
6017,"medium"
6018,"good"
6019,"medium"
6020,"poor"
6021,"good"
6022,"good"
6023,"medium"
6024,"good"
6025,"medium"
6026,"good"
6027,"medium"
6028,"good"
6029,"good"
6030,"good"
6031,"good"
6032,"good"
6033,"good"
6034,"medium"
6035,"good"
6036,"medium"
6037,"medium"
6038,"good"
6039,"medium"
6040,"good"
6041,"good"
6042,"medium"
6043,"good"
6044,"medium"
6045,"medium"
6046,"good"
6047,"good"
6048,"medium"
6049,"good"
6050,"medium"
6051,"good"
6052,"medium"
6053,"medium"
6054,"good"
6055,"good"
6056,"medium"
6057,"good"
6058,"medium"
6059,"medium"
6060,"good"
6061,"good"
6062,"good"
6063,"good"
6064,"good"
6065,"medium"
6066,"good"
6067,"good"
6068,"good"
6069,"medium"
6070,"good"
6071,"medium"
6072,"good"
6073,"medium"
6074,"good"
6075,"medium"
6076,"good"
6077,"good"
6078,"medium"
6079,"good"
6080,"medium"
6081,"medium"
6082,"good"
6083,"good"
6084,"medium"
6085,"good"
6086,"good"
6087,"good"
6088,"good"
6089,"medium"
6090,"good"
6091,"medium"
6092,"good"
6093,"good"
6094,"good"
6095,"good"
6096,"medium"
6097,"good"
6098,"medium"
6099,"medium"
6100,"good"
6101,"medium"
6102,"good"
6103,"medium"
6104,"medium"
6105,"good"
6106,"excellent"
6107,"good"
6108,"good"
6109,"good"
6110,"medium"
6111,"good"
6112,"good"
6113,"medium"
6114,"medium"
6115,"good"
6116,"medium"
6117,"good"
6118,"medium"
6119,"medium"
6120,"good"
6121,"good"
6122,"good"
6123,"good"
6124,"good"
6125,"good"
6126,"good"
6127,"good"
6128,"good"
6129,"good"
6130,"medium"
6131,"medium"
6132,"medium"
6133,"good"
6134,"good"
6135,"good"
6136,"good"
6137,"good"
6138,"good"
6139,"good"
6140,"good"
6141,"good"
6142,"medium"
6143,"good"
6144,"good"
6145,"good"
6146,"medium"
6147,"medium"
6148,"medium"
6149,"good"
6150,"good"
6151,"medium"
6152,"medium"
6153,"good"
6154,"good"
6155,"good"
6156,"good"
6157,"medium"
6158,"medium"
6159,"good"
6160,"medium"
6161,"good"
6162,"medium"
6163,"good"
6164,"medium"
6165,"good"
6166,"medium"
6167,"good"
6168,"good"
6169,"excellent"
6170,"medium"
6171,"medium"
6172,"medium"
6173,"medium"
6174,"good"
6175,"excellent"
6176,"good"
6177,"medium"
6178,"good"
6179,"medium"
6180,"good"
6181,"good"
6182,"good"
6183,"good"
6184,"good"
6185,"medium"
6186,"medium"
6187,"good"
6188,"medium"
6189,"medium"
6190,"good"
6191,"good"
6192,"good"
6193,"good"
6194,"medium"
6195,"good"
6196,"good"
6197,"medium"
6198,"good"
6199,"medium"
6200,"medium"
6201,"medium"
6202,"medium"
6203,"good"
6204,"good"
6205,"good"
6206,"good"
6207,"medium"
6208,"good"
6209,"medium"
6210,"good"
6211,"medium"
6212,"good"
6213,"medium"
6214,"good"
6215,"medium"
6216,"good"
6217,"good"
6218,"medium"
6219,"good"
6220,"medium"
6221,"good"
6222,"medium"
6223,"good"
6224,"good"
6225,"good"
6226,"good"
6227,"medium"
6228,"medium"
6229,"medium"
6230,"good"
6231,"good"
6232,"good"
6233,"medium"
6234,"medium"
6235,"medium"
6236,"good"
6237,"poor"
6238,"good"
6239,"good"
6240,"good"
6241,"medium"
6242,"good"
6243,"medium"
6244,"medium"
6245,"good"
6246,"medium"
6247,"good"
6248,"medium"
6249,"medium"
6250,"good"
6251,"good"
6252,"good"
6253,"good"
6254,"good"
6255,"good"
6256,"good"
6257,"medium"
6258,"good"
