"id","class"
4806,"good"
4807,"good"
4808,"good"
4809,"medium"
4810,"medium"
4811,"excellent"
4812,"medium"
4813,"good"
4814,"medium"
4815,"excellent"
4816,"medium"
4817,"excellent"
4818,"good"
4819,"poor"
4820,"poor"
4821,"medium"
4822,"medium"
4823,"good"
4824,"excellent"
4825,"poor"
4826,"good"
4827,"medium"
4828,"good"
4829,"poor"
4830,"excellent"
4831,"medium"
4832,"excellent"
4833,"good"
4834,"good"
4835,"good"
4836,"good"
4837,"medium"
4838,"poor"
4839,"poor"
4840,"poor"
4841,"good"
4842,"good"
4843,"poor"
4844,"medium"
4845,"good"
4846,"poor"
4847,"good"
4848,"good"
4849,"good"
4850,"good"
4851,"poor"
4852,"medium"
4853,"good"
4854,"excellent"
4855,"medium"
4856,"medium"
4857,"medium"
4858,"medium"
4859,"good"
4860,"medium"
4861,"medium"
4862,"good"
4863,"poor"
4864,"medium"
4865,"good"
4866,"good"
4867,"poor"
4868,"good"
4869,"poor"
4870,"poor"
4871,"good"
4872,"good"
4873,"medium"
4874,"good"
4875,"good"
4876,"good"
4877,"medium"
4878,"medium"
4879,"good"
4880,"good"
4881,"good"
4882,"excellent"
4883,"medium"
4884,"good"
4885,"excellent"
4886,"good"
4887,"good"
4888,"medium"
4889,"poor"
4890,"medium"
4891,"medium"
4892,"medium"
4893,"good"
4894,"excellent"
4895,"medium"
4896,"excellent"
4897,"good"
4898,"good"
4899,"excellent"
4900,"good"
4901,"good"
4902,"medium"
4903,"good"
4904,"excellent"
4905,"good"
4906,"good"
4907,"good"
4908,"medium"
4909,"medium"
4910,"poor"
4911,"good"
4912,"good"
4913,"medium"
4914,"medium"
4915,"medium"
4916,"poor"
4917,"medium"
4918,"medium"
4919,"good"
4920,"excellent"
4921,"good"
4922,"good"
4923,"good"
4924,"good"
4925,"good"
4926,"poor"
4927,"excellent"
4928,"excellent"
4929,"medium"
4930,"good"
4931,"poor"
4932,"good"
4933,"good"
4934,"excellent"
4935,"poor"
4936,"good"
4937,"good"
4938,"good"
4939,"medium"
4940,"good"
4941,"excellent"
4942,"excellent"
4943,"good"
4944,"good"
4945,"medium"
4946,"medium"
4947,"good"
4948,"good"
4949,"medium"
4950,"good"
4951,"good"
4952,"good"
4953,"excellent"
4954,"poor"
4955,"medium"
4956,"medium"
4957,"good"
4958,"good"
4959,"good"
4960,"good"
4961,"good"
4962,"good"
4963,"good"
4964,"poor"
4965,"poor"
4966,"good"
4967,"poor"
4968,"poor"
4969,"good"
4970,"medium"
4971,"excellent"
4972,"poor"
4973,"poor"
4974,"good"
4975,"medium"
4976,"medium"
4977,"good"
4978,"good"
4979,"medium"
4980,"good"
4981,"good"
4982,"good"
4983,"good"
4984,"excellent"
4985,"good"
4986,"medium"
4987,"medium"
4988,"excellent"
4989,"poor"
4990,"good"
4991,"excellent"
4992,"medium"
4993,"excellent"
4994,"medium"
4995,"medium"
4996,"good"
4997,"poor"
4998,"good"
4999,"good"
5000,"medium"
5001,"good"
5002,"medium"
5003,"good"
5004,"good"
5005,"good"
5006,"poor"
5007,"good"
5008,"poor"
5009,"good"
5010,"medium"
5011,"medium"
5012,"excellent"
5013,"medium"
5014,"medium"
5015,"medium"
5016,"good"
5017,"poor"
5018,"medium"
5019,"medium"
5020,"excellent"
5021,"good"
5022,"medium"
5023,"poor"
5024,"excellent"
5025,"good"
5026,"good"
5027,"good"
5028,"good"
5029,"good"
5030,"poor"
5031,"medium"
5032,"medium"
5033,"good"
5034,"good"
5035,"good"
5036,"poor"
5037,"good"
5038,"medium"
5039,"good"
5040,"medium"
5041,"good"
5042,"medium"
5043,"excellent"
5044,"medium"
5045,"poor"
5046,"good"
5047,"medium"
5048,"good"
5049,"poor"
5050,"good"
5051,"excellent"
5052,"medium"
5053,"good"
5054,"good"
5055,"excellent"
5056,"medium"
5057,"poor"
5058,"good"
5059,"good"
5060,"good"
5061,"good"
5062,"medium"
5063,"medium"
5064,"poor"
5065,"poor"
5066,"excellent"
5067,"good"
5068,"excellent"
5069,"good"
5070,"medium"
5071,"medium"
5072,"medium"
5073,"good"
5074,"good"
5075,"good"
5076,"good"
5077,"good"
5078,"good"
5079,"good"
5080,"good"
5081,"good"
5082,"medium"
5083,"good"
5084,"poor"
5085,"excellent"
5086,"poor"
5087,"medium"
5088,"good"
5089,"poor"
5090,"good"
5091,"medium"
5092,"good"
5093,"good"
5094,"medium"
5095,"good"
5096,"good"
5097,"good"
5098,"good"
5099,"good"
5100,"poor"
5101,"good"
5102,"good"
5103,"poor"
5104,"excellent"
5105,"good"
5106,"medium"
5107,"poor"
5108,"poor"
5109,"medium"
5110,"poor"
5111,"medium"
5112,"poor"
5113,"good"
5114,"medium"
5115,"good"
5116,"medium"
5117,"poor"
5118,"medium"
5119,"good"
5120,"medium"
5121,"good"
5122,"medium"
5123,"medium"
5124,"good"
5125,"good"
5126,"good"
5127,"good"
5128,"good"
5129,"excellent"
5130,"poor"
5131,"good"
5132,"good"
5133,"poor"
5134,"good"
5135,"good"
5136,"good"
5137,"good"
5138,"medium"
5139,"good"
5140,"poor"
5141,"good"
5142,"excellent"
5143,"medium"
5144,"medium"
5145,"good"
5146,"medium"
5147,"good"
5148,"good"
5149,"poor"
5150,"medium"
5151,"poor"
5152,"poor"
5153,"medium"
5154,"good"
5155,"medium"
5156,"poor"
5157,"poor"
5158,"good"
5159,"poor"
5160,"excellent"
5161,"good"
5162,"excellent"
5163,"poor"
5164,"poor"
5165,"good"
5166,"poor"
5167,"medium"
5168,"medium"
5169,"good"
5170,"medium"
5171,"good"
5172,"good"
5173,"medium"
5174,"excellent"
5175,"medium"
5176,"good"
5177,"medium"
5178,"medium"
5179,"good"
5180,"excellent"
5181,"good"
5182,"poor"
5183,"good"
5184,"poor"
5185,"medium"
5186,"good"
5187,"good"
5188,"good"
5189,"medium"
5190,"good"
5191,"good"
5192,"excellent"
5193,"poor"
5194,"good"
5195,"good"
5196,"medium"
5197,"good"
5198,"good"
5199,"good"
5200,"medium"
5201,"poor"
5202,"good"
5203,"medium"
5204,"poor"
5205,"good"
5206,"good"
5207,"poor"
5208,"good"
5209,"good"
5210,"medium"
5211,"good"
5212,"excellent"
5213,"medium"
5214,"poor"
5215,"good"
5216,"poor"
5217,"excellent"
5218,"medium"
5219,"poor"
5220,"medium"
5221,"good"
5222,"good"
5223,"poor"
5224,"good"
5225,"poor"
5226,"medium"
5227,"good"
5228,"medium"
5229,"good"
5230,"poor"
5231,"good"
5232,"good"
5233,"poor"
5234,"poor"
5235,"excellent"
5236,"excellent"
5237,"good"
5238,"medium"
5239,"good"
5240,"good"
5241,"medium"
5242,"medium"
5243,"good"
5244,"medium"
5245,"medium"
5246,"medium"
5247,"good"
5248,"good"
5249,"medium"
5250,"good"
5251,"excellent"
5252,"medium"
5253,"good"
5254,"medium"
5255,"medium"
5256,"good"
5257,"good"
5258,"good"
5259,"medium"
5260,"good"
5261,"good"
5262,"good"
5263,"excellent"
5264,"medium"
5265,"medium"
5266,"excellent"
5267,"poor"
5268,"medium"
5269,"good"
5270,"good"
5271,"good"
5272,"good"
5273,"good"
5274,"good"
5275,"poor"
5276,"medium"
5277,"excellent"
5278,"medium"
5279,"poor"
5280,"good"
5281,"good"
5282,"good"
5283,"good"
5284,"good"
5285,"medium"
5286,"good"
5287,"poor"
5288,"poor"
5289,"good"
5290,"medium"
5291,"excellent"
5292,"good"
5293,"medium"
5294,"good"
5295,"medium"
5296,"poor"
5297,"good"
5298,"poor"
5299,"good"
5300,"good"
5301,"medium"
5302,"medium"
5303,"good"
5304,"medium"
5305,"good"
5306,"excellent"
5307,"medium"
5308,"good"
5309,"poor"
5310,"good"
5311,"good"
5312,"good"
5313,"good"
5314,"poor"
5315,"good"
5316,"medium"
5317,"good"
5318,"good"
5319,"medium"
5320,"good"
5321,"excellent"
5322,"good"
5323,"medium"
5324,"poor"
5325,"medium"
5326,"poor"
5327,"good"
5328,"good"
5329,"excellent"
5330,"good"
5331,"good"
5332,"excellent"
5333,"medium"
5334,"poor"
5335,"good"
5336,"medium"
5337,"good"
5338,"good"
5339,"good"
5340,"excellent"
5341,"excellent"
5342,"medium"
5343,"good"
5344,"good"
5345,"good"
5346,"medium"
5347,"excellent"
5348,"good"
5349,"excellent"
5350,"good"
5351,"poor"
5352,"good"
5353,"poor"
5354,"medium"
5355,"good"
5356,"excellent"
5357,"good"
5358,"medium"
5359,"good"
5360,"good"
5361,"poor"
5362,"medium"
5363,"good"
5364,"poor"
5365,"good"
5366,"excellent"
5367,"good"
5368,"poor"
5369,"good"
5370,"good"
5371,"medium"
5372,"good"
5373,"poor"
5374,"medium"
5375,"good"
5376,"good"
5377,"medium"
5378,"medium"
5379,"poor"
5380,"good"
5381,"good"
5382,"good"
5383,"good"
5384,"good"
5385,"good"
5386,"good"
5387,"medium"
5388,"poor"
5389,"good"
5390,"good"
5391,"excellent"
5392,"poor"
5393,"good"
5394,"good"
5395,"good"
5396,"poor"
5397,"good"
5398,"poor"
5399,"excellent"
5400,"medium"
5401,"good"
5402,"poor"
5403,"poor"
5404,"poor"
5405,"medium"
5406,"good"
5407,"excellent"
5408,"poor"
5409,"good"
5410,"excellent"
5411,"medium"
5412,"medium"
5413,"good"
5414,"good"
5415,"medium"
5416,"medium"
5417,"poor"
5418,"poor"
5419,"good"
5420,"good"
5421,"medium"
5422,"poor"
5423,"poor"
5424,"medium"
5425,"good"
5426,"good"
5427,"good"
5428,"poor"
5429,"good"
5430,"medium"
5431,"good"
5432,"medium"
5433,"poor"
5434,"medium"
5435,"poor"
5436,"excellent"
5437,"good"
5438,"medium"
5439,"excellent"
5440,"excellent"
5441,"poor"
5442,"medium"
5443,"good"
5444,"excellent"
5445,"medium"
5446,"medium"
5447,"good"
5448,"good"
5449,"good"
5450,"good"
5451,"good"
5452,"poor"
5453,"good"
5454,"good"
5455,"poor"
5456,"medium"
5457,"good"
5458,"medium"
5459,"good"
5460,"poor"
5461,"excellent"
5462,"medium"
5463,"medium"
5464,"good"
5465,"good"
5466,"good"
5467,"good"
5468,"medium"
5469,"medium"
5470,"good"
5471,"poor"
5472,"medium"
5473,"good"
5474,"medium"
5475,"medium"
5476,"excellent"
5477,"good"
5478,"medium"
5479,"good"
5480,"poor"
5481,"good"
5482,"good"
5483,"good"
5484,"good"
5485,"medium"
5486,"good"
5487,"good"
5488,"good"
5489,"medium"
5490,"good"
5491,"medium"
5492,"excellent"
5493,"good"
5494,"medium"
5495,"medium"
5496,"poor"
5497,"medium"
5498,"excellent"
5499,"good"
5500,"poor"
5501,"good"
5502,"good"
5503,"good"
5504,"excellent"
5505,"medium"
5506,"good"
5507,"poor"
5508,"good"
5509,"poor"
5510,"medium"
5511,"good"
5512,"poor"
5513,"good"
5514,"good"
5515,"good"
5516,"good"
5517,"medium"
5518,"good"
5519,"medium"
5520,"good"
5521,"medium"
5522,"medium"
5523,"poor"
5524,"medium"
5525,"good"
5526,"good"
5527,"good"
5528,"medium"
5529,"good"
5530,"good"
5531,"poor"
5532,"good"
5533,"medium"
5534,"good"
5535,"medium"
5536,"medium"
5537,"poor"
5538,"good"
5539,"good"
5540,"medium"
5541,"poor"
5542,"poor"
5543,"good"
5544,"good"
5545,"good"
5546,"good"
5547,"good"
5548,"good"
5549,"good"
5550,"good"
5551,"good"
5552,"medium"
5553,"excellent"
5554,"excellent"
5555,"excellent"
5556,"medium"
5557,"medium"
5558,"poor"
5559,"good"
5560,"medium"
5561,"good"
5562,"good"
5563,"poor"
5564,"poor"
5565,"medium"
5566,"good"
5567,"excellent"
5568,"good"
5569,"good"
5570,"good"
5571,"poor"
5572,"poor"
5573,"good"
5574,"medium"
5575,"poor"
5576,"good"
5577,"excellent"
5578,"good"
5579,"good"
5580,"excellent"
5581,"poor"
5582,"poor"
5583,"excellent"
5584,"medium"
5585,"good"
5586,"good"
5587,"poor"
5588,"poor"
5589,"poor"
5590,"poor"
5591,"medium"
5592,"medium"
5593,"medium"
5594,"poor"
5595,"good"
5596,"medium"
5597,"poor"
5598,"good"
5599,"poor"
5600,"poor"
5601,"good"
5602,"poor"
5603,"medium"
5604,"medium"
5605,"medium"
5606,"good"
5607,"good"
5608,"medium"
5609,"good"
5610,"poor"
5611,"good"
5612,"medium"
5613,"medium"
5614,"poor"
5615,"medium"
5616,"poor"
5617,"poor"
5618,"good"
5619,"excellent"
5620,"good"
5621,"good"
5622,"excellent"
5623,"good"
5624,"good"
5625,"medium"
5626,"medium"
5627,"good"
5628,"good"
5629,"good"
5630,"good"
5631,"poor"
5632,"good"
5633,"poor"
5634,"good"
5635,"good"
5636,"medium"
5637,"good"
5638,"poor"
5639,"good"
5640,"good"
5641,"good"
5642,"poor"
5643,"good"
5644,"poor"
5645,"good"
5646,"poor"
5647,"poor"
5648,"good"
5649,"medium"
5650,"medium"
5651,"medium"
5652,"good"
5653,"medium"
5654,"good"
5655,"good"
5656,"good"
5657,"medium"
5658,"good"
5659,"medium"
5660,"excellent"
5661,"good"
5662,"good"
5663,"good"
5664,"poor"
5665,"good"
5666,"good"
5667,"medium"
5668,"excellent"
5669,"good"
5670,"good"
5671,"good"
5672,"good"
5673,"good"
5674,"medium"
5675,"good"
5676,"good"
5677,"poor"
5678,"excellent"
5679,"medium"
5680,"excellent"
5681,"good"
5682,"good"
5683,"medium"
5684,"poor"
5685,"medium"
5686,"poor"
5687,"excellent"
5688,"good"
5689,"poor"
5690,"medium"
5691,"poor"
5692,"good"
5693,"good"
5694,"good"
5695,"medium"
5696,"good"
5697,"good"
5698,"good"
5699,"excellent"
5700,"medium"
5701,"medium"
5702,"medium"
5703,"poor"
5704,"excellent"
5705,"good"
5706,"medium"
5707,"good"
5708,"good"
5709,"poor"
5710,"good"
5711,"medium"
5712,"good"
5713,"medium"
5714,"excellent"
5715,"medium"
5716,"poor"
5717,"excellent"
5718,"poor"
5719,"good"
5720,"poor"
5721,"good"
5722,"medium"
5723,"excellent"
5724,"good"
5725,"medium"
5726,"medium"
5727,"good"
5728,"good"
5729,"good"
5730,"poor"
5731,"good"
5732,"good"
5733,"poor"
5734,"medium"
5735,"medium"
5736,"poor"
5737,"good"
5738,"good"
5739,"good"
5740,"good"
5741,"good"
5742,"poor"
5743,"good"
5744,"medium"
5745,"good"
5746,"medium"
5747,"good"
5748,"good"
5749,"good"
5750,"medium"
5751,"good"
5752,"good"
5753,"good"
5754,"poor"
5755,"good"
5756,"good"
5757,"good"
5758,"good"
5759,"good"
5760,"poor"
5761,"medium"
5762,"good"
5763,"good"
5764,"medium"
5765,"excellent"
5766,"good"
5767,"good"
5768,"good"
5769,"medium"
5770,"poor"
5771,"good"
5772,"medium"
5773,"good"
5774,"excellent"
5775,"good"
5776,"medium"
5777,"medium"
5778,"medium"
5779,"good"
5780,"poor"
5781,"poor"
5782,"medium"
5783,"medium"
5784,"good"
5785,"good"
5786,"medium"
5787,"excellent"
5788,"medium"
5789,"good"
5790,"good"
5791,"good"
5792,"poor"
5793,"good"
5794,"poor"
5795,"good"
5796,"good"
5797,"medium"
5798,"good"
5799,"poor"
5800,"medium"
5801,"good"
5802,"poor"
5803,"good"
5804,"medium"
5805,"good"
5806,"good"
5807,"good"
5808,"poor"
5809,"good"
5810,"good"
5811,"good"
5812,"medium"
5813,"poor"
5814,"excellent"
5815,"poor"
5816,"medium"
5817,"poor"
5818,"good"
5819,"good"
5820,"medium"
5821,"poor"
5822,"medium"
5823,"medium"
5824,"medium"
5825,"medium"
5826,"good"
5827,"medium"
5828,"medium"
5829,"good"
5830,"excellent"
5831,"excellent"
5832,"good"
5833,"good"
5834,"poor"
5835,"good"
5836,"good"
5837,"excellent"
5838,"poor"
5839,"excellent"
5840,"good"
5841,"good"
5842,"good"
5843,"medium"
5844,"good"
5845,"good"
5846,"poor"
5847,"good"
5848,"excellent"
5849,"medium"
5850,"medium"
5851,"medium"
5852,"medium"
5853,"good"
5854,"good"
5855,"excellent"
5856,"excellent"
5857,"good"
5858,"good"
5859,"good"
5860,"good"
5861,"poor"
5862,"medium"
5863,"poor"
5864,"good"
5865,"good"
5866,"poor"
5867,"medium"
5868,"good"
5869,"good"
5870,"medium"
5871,"poor"
5872,"poor"
5873,"good"
5874,"poor"
5875,"good"
5876,"excellent"
5877,"good"
5878,"good"
5879,"medium"
5880,"good"
5881,"medium"
5882,"excellent"
5883,"poor"
5884,"poor"
5885,"good"
5886,"poor"
5887,"good"
5888,"medium"
5889,"good"
5890,"good"
5891,"good"
5892,"medium"
5893,"excellent"
5894,"poor"
5895,"good"
5896,"good"
5897,"good"
5898,"poor"
5899,"good"
5900,"medium"
5901,"medium"
5902,"good"
5903,"excellent"
5904,"good"
5905,"good"
5906,"medium"
5907,"medium"
5908,"good"
5909,"excellent"
5910,"medium"
5911,"poor"
5912,"excellent"
5913,"good"
5914,"poor"
5915,"medium"
5916,"good"
5917,"good"
5918,"excellent"
5919,"excellent"
5920,"poor"
5921,"good"
5922,"medium"
5923,"good"
5924,"poor"
5925,"medium"
5926,"good"
5927,"excellent"
5928,"good"
5929,"good"
5930,"good"
5931,"medium"
5932,"poor"
5933,"medium"
5934,"medium"
5935,"excellent"
5936,"good"
5937,"medium"
5938,"good"
5939,"medium"
5940,"poor"
5941,"excellent"
5942,"medium"
5943,"excellent"
5944,"medium"
5945,"good"
5946,"good"
5947,"medium"
5948,"good"
5949,"good"
5950,"good"
5951,"medium"
5952,"good"
5953,"good"
5954,"good"
5955,"excellent"
5956,"poor"
5957,"poor"
5958,"medium"
5959,"good"
5960,"medium"
5961,"good"
5962,"good"
5963,"good"
5964,"good"
5965,"poor"
5966,"good"
5967,"poor"
5968,"good"
5969,"good"
5970,"good"
5971,"excellent"
5972,"medium"
5973,"poor"
5974,"medium"
5975,"medium"
5976,"poor"
5977,"good"
5978,"good"
5979,"medium"
5980,"poor"
5981,"medium"
5982,"good"
5983,"excellent"
5984,"poor"
5985,"good"
5986,"good"
5987,"good"
5988,"good"
5989,"good"
5990,"medium"
5991,"excellent"
5992,"medium"
5993,"poor"
5994,"good"
5995,"good"
5996,"poor"
5997,"good"
5998,"excellent"
5999,"good"
6000,"good"
6001,"medium"
6002,"good"
6003,"good"
6004,"good"
6005,"poor"
6006,"good"
6007,"poor"
6008,"good"
6009,"good"
6010,"excellent"
6011,"good"
6012,"good"
6013,"medium"
6014,"good"
6015,"medium"
6016,"good"
6017,"poor"
6018,"good"
6019,"poor"
6020,"poor"
6021,"good"
6022,"medium"
6023,"medium"
6024,"good"
6025,"medium"
6026,"good"
6027,"medium"
6028,"excellent"
6029,"good"
6030,"excellent"
6031,"good"
6032,"medium"
6033,"good"
6034,"good"
6035,"medium"
6036,"poor"
6037,"medium"
6038,"good"
6039,"medium"
6040,"good"
6041,"good"
6042,"medium"
6043,"good"
6044,"medium"
6045,"medium"
6046,"poor"
6047,"medium"
6048,"medium"
6049,"excellent"
6050,"medium"
6051,"excellent"
6052,"poor"
6053,"medium"
6054,"excellent"
6055,"medium"
6056,"poor"
6057,"excellent"
6058,"good"
6059,"good"
6060,"good"
6061,"good"
6062,"good"
6063,"good"
6064,"medium"
6065,"medium"
6066,"good"
6067,"good"
6068,"excellent"
6069,"medium"
6070,"medium"
6071,"medium"
6072,"excellent"
6073,"poor"
6074,"good"
6075,"good"
6076,"poor"
6077,"medium"
6078,"medium"
6079,"good"
6080,"medium"
6081,"poor"
6082,"poor"
6083,"good"
6084,"poor"
6085,"poor"
6086,"good"
6087,"medium"
6088,"good"
6089,"poor"
6090,"poor"
6091,"medium"
6092,"excellent"
6093,"poor"
6094,"good"
6095,"good"
6096,"poor"
6097,"good"
6098,"poor"
6099,"medium"
6100,"good"
6101,"poor"
6102,"good"
6103,"poor"
6104,"poor"
6105,"medium"
6106,"poor"
6107,"good"
6108,"good"
6109,"excellent"
6110,"medium"
6111,"good"
6112,"good"
6113,"medium"
6114,"medium"
6115,"excellent"
6116,"medium"
6117,"good"
6118,"medium"
6119,"medium"
6120,"poor"
6121,"excellent"
6122,"poor"
6123,"excellent"
6124,"good"
6125,"good"
6126,"medium"
6127,"good"
6128,"good"
6129,"excellent"
6130,"medium"
6131,"medium"
6132,"good"
6133,"good"
6134,"good"
6135,"good"
6136,"excellent"
6137,"poor"
6138,"good"
6139,"good"
6140,"excellent"
6141,"poor"
6142,"medium"
6143,"excellent"
6144,"excellent"
6145,"excellent"
6146,"medium"
6147,"medium"
6148,"medium"
6149,"good"
6150,"good"
6151,"medium"
6152,"poor"
6153,"good"
6154,"excellent"
6155,"good"
6156,"poor"
6157,"medium"
6158,"medium"
6159,"good"
6160,"medium"
6161,"excellent"
6162,"good"
6163,"excellent"
6164,"poor"
6165,"good"
6166,"poor"
6167,"good"
6168,"good"
6169,"poor"
6170,"medium"
6171,"poor"
6172,"poor"
6173,"good"
6174,"medium"
6175,"excellent"
6176,"good"
6177,"poor"
6178,"good"
6179,"excellent"
6180,"good"
6181,"medium"
6182,"good"
6183,"excellent"
